Order_ID,Order_Date,Customer_Name,Region,Product_Category,Product_Name,Quantity,Sales,Profit
11309,01-08-2025,Amit,North,Office Supplies,Printer,7,12236,3072.332686
11310,02-08-2025,Pooja,South,Technology,Chair,6,9816,709.990105
11311,03-08-2025,Neha,North,Technology,Laptop,7,22393,5931.30831
11312,04-08-2025,Ravi,West,Office Supplies,Monitor,7,26292,3359.833099
11313,05-08-2025,Amit,East,Technology,Pen,8,16280,819.9027885
11314,06-08-2025,Rahul,North,Furniture,Pen,8,29952,3250.983678
11315,07-08-2025,Ankit,West,Furniture,Desk,2,2044,147.9348275
11316,08-08-2025,Pooja,East,Office Supplies,Table,4,8776,641.4924859
11317,09-08-2025,Ravi,West,Technology,Chair,4,11008,2457.08394
11318,10-08-2025,Kiran,East,Furniture,Monitor,8,32872,3402.057526
11319,11-08-2025,Ravi,North,Furniture,Monitor,3,2331,661.271112
11320,12-08-2025,Neha,West,Furniture,Desk,3,1941,347.6547162
11321,13-08-2025,Kiran,South,Furniture,Desk,2,6170,1018.201563
11322,14-08-2025,Neha,West,Technology,Pen,1,4154,658.7034337
11323,15-08-2025,Rahul,East,Technology,Table,8,32960,7354.922151
11324,16-08-2025,Ankit,North,Technology,Pen,9,26451,4313.250583
11325,17-08-2025,Rahul,East,Technology,Table,9,12951,1063.925803
11326,18-08-2025,Amit,West,Furniture,Printer,8,33672,9092.889417
11327,19-08-2025,Amit,West,Office Supplies,Monitor,5,24185,3799.435378
11328,20-08-2025,Rahul,South,Office Supplies,Desk,1,1723,118.027471
11329,21-08-2025,Ankit,North,Furniture,Printer,9,34767,6339.466822
11330,22-08-2025,Rahul,North,Furniture,Pen,6,21138,4477.804474
11331,23-08-2025,Ankit,West,Office Supplies,Chair,7,16219,1928.367997
11332,24-08-2025,Ankit,North,Office Supplies,Laptop,8,30976,7746.636117
11333,25-08-2025,Suman,South,Furniture,Chair,5,5915,1286.181032
11334,26-08-2025,Kiran,East,Furniture,Chair,6,10392,2209.186358
11335,27-08-2025,Pooja,North,Technology,Laptop,7,27195,4220.833648
11336,28-08-2025,Ankit,West,Technology,Monitor,7,7812,2269.220584
11337,29-08-2025,Neha,East,Office Supplies,Printer,2,5146,610.0443646
11338,30-08-2025,Ankit,East,Furniture,Printer,1,3410,662.9939396
11339,31-08-2025,Ankit,South,Office Supplies,Monitor,8,20136,2562.583663
11340,01-09-2025,Ankit,West,Technology,Laptop,5,23615,5577.89106
11341,02-09-2025,Suman,North,Technology,Table,2,5368,332.5361714
11342,03-09-2025,Kiran,West,Office Supplies,Chair,3,5571,342.4686845
11343,04-09-2025,Suman,East,Technology,Pen,6,21378,5402.546452
11344,05-09-2025,Amit,West,Furniture,Printer,6,17808,2823.761853
11345,06-09-2025,Suman,North,Office Supplies,Monitor,8,35360,4784.031683
11346,07-09-2025,Neha,North,Furniture,Pen,5,23680,4780.559024
11347,08-09-2025,Neha,South,Furniture,Desk,5,12195,2749.665625
11348,09-09-2025,Suman,North,Technology,Laptop,7,30492,3058.357867
11349,10-09-2025,Kiran,North,Furniture,Pen,5,2750,264.9839785
11350,11-09-2025,Rahul,West,Office Supplies,Pen,9,31284,9057.896998
11351,12-09-2025,Pooja,West,Furniture,Chair,6,11160,2203.163415
11352,13-09-2025,Kiran,East,Furniture,Laptop,7,29652,4374.533446
11353,14-09-2025,Suman,South,Furniture,Pen,8,34416,8616.404341
11354,15-09-2025,Ankit,West,Furniture,Printer,5,21510,3899.542301
11355,16-09-2025,Ravi,North,Furniture,Laptop,4,3460,382.038331
11356,17-09-2025,Pooja,East,Technology,Printer,8,27640,2810.540962
11357,18-09-2025,Pooja,West,Office Supplies,Monitor,9,31905,4760.698722
11358,19-09-2025,Neha,South,Technology,Monitor,1,2503,663.2298346
11359,20-09-2025,Pooja,South,Office Supplies,Desk,3,10203,666.8882718
11360,21-09-2025,Suman,East,Office Supplies,Table,4,3028,316.8241826
11361,22-09-2025,Ankit,East,Office Supplies,Monitor,7,27713,7573.629089
11362,23-09-2025,Ankit,East,Office Supplies,Pen,6,3264,262.5354083
11363,24-09-2025,Amit,East,Office Supplies,Laptop,1,768,159.2881379
11364,25-09-2025,Ankit,East,Furniture,Monitor,4,7336,758.3798491
11365,26-09-2025,Kiran,North,Technology,Printer,6,7026,1415.505118
11366,27-09-2025,Ankit,North,Technology,Pen,3,12414,1809.663782
11367,28-09-2025,Neha,West,Furniture,Monitor,2,1468,110.715421
11368,29-09-2025,Ankit,South,Office Supplies,Chair,2,7414,1450.317538
11369,30-09-2025,Amit,North,Technology,Printer,4,11600,2560.823967
11370,01-10-2025,Ravi,North,Furniture,Desk,1,1917,421.8706526
11371,02-10-2025,Suman,North,Furniture,Desk,2,9740,2038.178786
11372,03-10-2025,Neha,West,Technology,Desk,2,7508,1314.321914
11373,04-10-2025,Kiran,East,Technology,Printer,4,3756,675.5847872
11374,05-10-2025,Ravi,West,Office Supplies,Desk,4,4600,960.9861263
11375,06-10-2025,Neha,South,Office Supplies,Table,1,533,118.62706
11376,07-10-2025,Rahul,South,Technology,Chair,7,22764,4865.103521
11377,08-10-2025,Pooja,South,Office Supplies,Table,7,24724,4864.110537
11378,09-10-2025,Rahul,South,Furniture,Monitor,1,1610,143.2251914
11379,10-10-2025,Ankit,North,Office Supplies,Chair,8,30248,3105.082264
11380,11-10-2025,Ravi,North,Office Supplies,Printer,7,6727,773.9817474
11381,12-10-2025,Ankit,West,Furniture,Table,7,5747,1608.673886
11382,13-10-2025,Pooja,East,Office Supplies,Pen,6,14244,3416.405922
11383,14-10-2025,Neha,South,Furniture,Chair,4,14156,2664.395674
11384,15-10-2025,Pooja,West,Office Supplies,Printer,8,21896,2474.559627
11385,16-10-2025,Amit,North,Technology,Laptop,2,9042,702.7702883
11386,17-10-2025,Pooja,North,Office Supplies,Chair,7,12292,3376.487101
11387,18-10-2025,Amit,East,Technology,Chair,3,8817,2408.509065
11388,19-10-2025,Pooja,East,Technology,Monitor,3,13527,1050.694831
11389,20-10-2025,Suman,East,Technology,Pen,7,26180,6526.78308
11390,21-10-2025,Amit,West,Technology,Monitor,3,14289,2309.977849
11391,22-10-2025,Ravi,North,Technology,Desk,5,19010,2490.152848
11392,23-10-2025,Ankit,North,Furniture,Chair,8,25688,6030.929332
11393,24-10-2025,Kiran,East,Furniture,Chair,4,7636,1554.555094
11394,25-10-2025,Ankit,South,Furniture,Desk,7,20496,5021.674271
11395,26-10-2025,Rahul,East,Technology,Pen,7,16324,1119.53608
11396,27-10-2025,Ankit,West,Office Supplies,Pen,2,5048,654.4568192
11397,28-10-2025,Neha,East,Furniture,Table,8,30768,3994.585213
11398,29-10-2025,Suman,East,Office Supplies,Printer,9,39879,5281.505892
11399,30-10-2025,Pooja,West,Office Supplies,Printer,6,20466,3594.238268
11400,31-10-2025,Rahul,East,Technology,Table,5,23725,2864.87562
11401,01-11-2025,Neha,North,Technology,Printer,1,3713,598.1490861
11402,02-11-2025,Neha,South,Technology,Chair,1,2663,377.9979326
11403,03-11-2025,Amit,East,Furniture,Table,9,17568,4107.820243
11404,04-11-2025,Ankit,West,Technology,Table,4,13012,2613.788088
11405,05-11-2025,Ravi,South,Furniture,Printer,1,3401,725.7984248
11406,06-11-2025,Kiran,West,Furniture,Laptop,3,10713,1099.646314
11407,07-11-2025,Ravi,South,Furniture,Printer,6,27276,3583.399265
11408,08-11-2025,Rahul,South,Furniture,Monitor,8,6440,356.0763707
11409,09-11-2025,Suman,East,Technology,Laptop,2,3768,290.4889743
11410,10-11-2025,Ravi,North,Furniture,Table,8,30936,3596.72943
11411,11-11-2025,Pooja,East,Technology,Laptop,1,2074,137.6429395
11412,12-11-2025,Ravi,West,Technology,Chair,2,2744,550.6058266
11413,13-11-2025,Rahul,West,Furniture,Pen,8,5344,1600.701835
11414,14-11-2025,Kiran,South,Technology,Laptop,7,14721,1107.075192
11415,15-11-2025,Ravi,South,Office Supplies,Monitor,5,7650,1953.102782
11416,16-11-2025,Pooja,North,Technology,Pen,2,4468,356.1177482
11417,17-11-2025,Amit,East,Technology,Chair,9,44478,9673.008932
11418,18-11-2025,Suman,West,Furniture,Monitor,5,20835,4391.797165
11419,19-11-2025,Rahul,South,Furniture,Desk,8,14208,3916.850552
11420,20-11-2025,Amit,North,Technology,Pen,4,4168,327.1313295
11421,21-11-2025,Amit,West,Furniture,Desk,9,7686,990.4265416
11422,22-11-2025,Amit,South,Office Supplies,Chair,7,31752,2308.209738
11423,23-11-2025,Neha,West,Office Supplies,Pen,2,7878,1196.24146
11424,24-11-2025,Suman,North,Furniture,Pen,3,3249,902.8915552
11425,25-11-2025,Kiran,North,Technology,Printer,2,2020,495.6691913
11426,26-11-2025,Ankit,West,Office Supplies,Monitor,5,7230,1668.141932
11427,27-11-2025,Suman,East,Office Supplies,Monitor,2,7946,1456.159138
11428,28-11-2025,Neha,West,Technology,Laptop,5,8490,2299.698488
11429,29-11-2025,Ankit,South,Furniture,Desk,9,30339,4925.853679
11430,30-11-2025,Suman,East,Office Supplies,Desk,2,8990,785.9185368
11431,01-12-2025,Amit,South,Technology,Monitor,9,39789,10321.11961
11432,02-12-2025,Rahul,West,Technology,Monitor,7,32711,3922.362337
11433,03-12-2025,Ankit,East,Office Supplies,Pen,7,26621,1687.994624
11434,04-12-2025,Pooja,South,Furniture,Desk,5,14735,1201.042595
11435,05-12-2025,Pooja,West,Office Supplies,Table,8,30272,6122.957878
11436,06-12-2025,Ravi,West,Technology,Printer,7,12012,2423.667138
11437,07-12-2025,Ankit,East,Office Supplies,Laptop,6,10740,1235.591814
11438,08-12-2025,Rahul,West,Furniture,Printer,2,9442,2188.608739
11439,09-12-2025,Kiran,North,Technology,Laptop,6,6006,1461.920693
11440,10-12-2025,Neha,South,Furniture,Chair,2,6742,1888.607176
11441,11-12-2025,Amit,South,Office Supplies,Pen,1,886,173.863656
11442,12-12-2025,Ravi,West,Office Supplies,Monitor,9,8199,2007.573041
11443,13-12-2025,Pooja,West,Furniture,Monitor,5,12530,2985.584747
11444,14-12-2025,Neha,North,Office Supplies,Table,4,10588,1211.820551
11445,15-12-2025,Neha,East,Furniture,Desk,8,34944,4457.333706
11446,16-12-2025,Amit,West,Office Supplies,Desk,5,9190,1558.813304
11447,17-12-2025,Kiran,West,Furniture,Printer,7,5964,326.5871006
11448,18-12-2025,Kiran,West,Furniture,Printer,3,11064,1375.802241
11449,19-12-2025,Ankit,West,Technology,Printer,8,14416,2428.673876
11450,20-12-2025,Pooja,South,Technology,Desk,8,10768,829.3225429
11451,21-12-2025,Kiran,West,Furniture,Monitor,3,3075,250.8245887
11452,22-12-2025,Rahul,South,Office Supplies,Desk,9,27216,4512.66275
11453,23-12-2025,Kiran,West,Office Supplies,Printer,8,19024,4427.66969
11454,24-12-2025,Neha,East,Office Supplies,Pen,1,4605,1190.103457
11455,25-12-2025,Amit,North,Furniture,Laptop,8,33040,6164.552793
11456,26-12-2025,Rahul,East,Furniture,Monitor,4,17236,2907.493387
11457,27-12-2025,Ankit,West,Furniture,Pen,6,19914,2908.84081
11458,28-12-2025,Pooja,West,Furniture,Chair,9,30663,3012.248739
11459,29-12-2025,Ankit,West,Technology,Pen,5,17885,1549.565355
11460,30-12-2025,Neha,East,Furniture,Pen,7,30310,7516.095362
11461,31-12-2025,Rahul,West,Office Supplies,Chair,1,1558,259.0200832
11462,01-01-2026,Rahul,East,Technology,Pen,9,26901,6660.151231
11463,02-01-2026,Rahul,South,Office Supplies,Laptop,6,24888,5625.204649
11464,03-01-2026,Neha,North,Furniture,Monitor,4,15056,1482.624222
11465,04-01-2026,Neha,North,Technology,Table,6,24606,4369.455136
11466,05-01-2026,Ankit,East,Furniture,Desk,5,13965,2248.423061
11467,06-01-2026,Ravi,South,Technology,Chair,3,3522,549.3206221
11468,07-01-2026,Ankit,East,Office Supplies,Monitor,7,16646,3090.209421
11469,08-01-2026,Pooja,South,Furniture,Printer,3,4533,1339.594314
11470,09-01-2026,Amit,West,Furniture,Laptop,2,2586,654.8402364
11471,10-01-2026,Rahul,South,Technology,Table,4,2928,807.9175
11472,11-01-2026,Ravi,South,Technology,Laptop,7,24689,1417.392917
11473,12-01-2026,Amit,South,Furniture,Laptop,5,20545,1748.052664
11474,13-01-2026,Ravi,North,Technology,Printer,9,24057,1712.639844
11475,14-01-2026,Kiran,South,Furniture,Table,7,27188,3148.581141
11476,15-01-2026,Kiran,West,Technology,Desk,9,25452,4084.361926
11477,16-01-2026,Suman,West,Office Supplies,Laptop,9,11673,2457.32189
11478,17-01-2026,Kiran,West,Technology,Printer,2,8368,1466.139009
11479,18-01-2026,Ankit,South,Office Supplies,Chair,1,4987,1375.394546
11480,19-01-2026,Kiran,East,Technology,Printer,4,19908,5673.063107
11481,20-01-2026,Neha,East,Technology,Pen,4,12356,1122.916218
11482,21-01-2026,Rahul,West,Furniture,Monitor,2,9422,2480.136384
11483,22-01-2026,Ankit,North,Technology,Printer,3,3024,515.3819862
11484,23-01-2026,Amit,East,Technology,Printer,3,5889,961.8643141
11485,24-01-2026,Suman,South,Office Supplies,Printer,5,19310,4754.794705
11486,25-01-2026,Suman,East,Technology,Desk,1,3610,264.5593094
11487,26-01-2026,Suman,West,Furniture,Laptop,9,13923,3767.887953
11488,27-01-2026,Amit,North,Office Supplies,Desk,8,39480,8595.421309
11489,28-01-2026,Amit,East,Furniture,Table,8,5344,1436.549508
11490,29-01-2026,Amit,East,Furniture,Printer,3,6183,1846.363716
11491,30-01-2026,Amit,West,Furniture,Printer,2,7344,1318.256175
11492,31-01-2026,Suman,North,Furniture,Pen,1,1074,78.74090014
11493,01-02-2026,Suman,North,Office Supplies,Pen,6,13452,1232.619751
11494,02-02-2026,Ravi,West,Technology,Chair,1,4516,591.1649958
11495,03-02-2026,Ankit,South,Furniture,Chair,5,14290,1084.442886
11496,04-02-2026,Rahul,East,Office Supplies,Pen,9,40716,10335.16445
11497,05-02-2026,Kiran,South,Furniture,Table,9,9270,1151.491245
11498,06-02-2026,Kiran,East,Technology,Chair,4,5960,1752.07042
11499,07-02-2026,Neha,East,Office Supplies,Monitor,7,18340,4138.381715
11500,08-02-2026,Suman,South,Office Supplies,Monitor,7,20587,1921.952758
11501,09-02-2026,Neha,West,Technology,Table,4,12112,2047.057135
11502,10-02-2026,Ankit,West,Office Supplies,Pen,5,15100,2517.487937
11503,11-02-2026,Ankit,East,Technology,Chair,9,44172,7647.406243
11504,12-02-2026,Neha,West,Office Supplies,Printer,7,13727,2524.708175
11505,13-02-2026,Suman,East,Office Supplies,Pen,7,10157,587.0062493
11506,14-02-2026,Neha,West,Technology,Chair,7,10248,2270.703484
11507,15-02-2026,Kiran,East,Technology,Table,9,23706,4072.642056
11508,16-02-2026,Ravi,West,Office Supplies,Monitor,5,24770,6136.553232
11509,17-02-2026,Kiran,North,Office Supplies,Table,6,7164,1818.491086
11510,18-02-2026,Pooja,South,Technology,Chair,3,8232,886.0412811
11511,19-02-2026,Suman,North,Technology,Table,1,3303,205.135248
11512,20-02-2026,Suman,South,Office Supplies,Chair,2,8822,1992.08227
11513,21-02-2026,Rahul,South,Office Supplies,Chair,8,28192,8300.872133
11514,22-02-2026,Amit,East,Office Supplies,Table,1,1908,308.4558596
11515,23-02-2026,Pooja,South,Technology,Laptop,7,24346,2797.433366
11516,24-02-2026,Ankit,North,Office Supplies,Printer,5,4805,428.4521134
11517,25-02-2026,Suman,North,Furniture,Pen,6,12702,1547.883495
11518,26-02-2026,Neha,West,Technology,Monitor,8,7328,967.1486181
11519,27-02-2026,Pooja,North,Office Supplies,Printer,4,7552,1177.875516
11520,28-02-2026,Rahul,West,Technology,Pen,6,29202,6244.899703
11521,01-03-2026,Ankit,South,Furniture,Pen,3,14961,1769.748121
11522,02-03-2026,Amit,North,Technology,Monitor,7,21658,1358.913686
11523,03-03-2026,Amit,South,Office Supplies,Printer,2,4492,643.7918808
11524,04-03-2026,Rahul,North,Furniture,Monitor,8,32008,8447.148189
11525,05-03-2026,Rahul,North,Furniture,Chair,7,23513,4105.084769
11526,06-03-2026,Neha,West,Office Supplies,Monitor,8,35824,10431.80333
11527,07-03-2026,Suman,South,Office Supplies,Table,2,9980,1755.53572
11528,08-03-2026,Amit,North,Office Supplies,Laptop,3,4056,482.5614004
11529,09-03-2026,Ankit,East,Technology,Laptop,4,15160,1490.66005
11530,10-03-2026,Pooja,South,Technology,Laptop,9,19899,4450.03574
11531,11-03-2026,Ankit,South,Technology,Printer,5,15125,2784.441737
11532,12-03-2026,Ravi,South,Office Supplies,Printer,6,24876,5000.069339
11533,13-03-2026,Ravi,West,Office Supplies,Chair,1,2530,604.1176943
11534,14-03-2026,Rahul,East,Technology,Desk,4,2944,681.4649497
11535,15-03-2026,Neha,South,Furniture,Laptop,4,6224,378.6732951
11536,16-03-2026,Ravi,North,Technology,Chair,8,22080,5534.196917
11537,17-03-2026,Amit,North,Furniture,Desk,8,23408,4287.779753
11538,18-03-2026,Ankit,West,Office Supplies,Laptop,6,9150,1353.533264
11539,19-03-2026,Ankit,North,Office Supplies,Printer,8,11264,2076.854704
11540,20-03-2026,Rahul,South,Technology,Desk,9,8541,1734.786955
11541,21-03-2026,Suman,North,Technology,Table,5,5340,466.5909237
11542,22-03-2026,Suman,South,Office Supplies,Table,1,3998,617.1066876
11543,23-03-2026,Pooja,North,Technology,Table,1,3360,449.8924166
11544,24-03-2026,Rahul,East,Office Supplies,Monitor,2,5652,777.727839
11545,25-03-2026,Kiran,West,Office Supplies,Table,2,9618,700.5148594
11546,26-03-2026,Pooja,West,Furniture,Pen,5,9040,813.2462829
11547,27-03-2026,Kiran,East,Technology,Laptop,7,8519,770.6118459
11548,28-03-2026,Suman,East,Office Supplies,Table,7,10283,1473.617509
11549,29-03-2026,Rahul,West,Technology,Desk,4,15380,4208.31999
11550,30-03-2026,Kiran,East,Furniture,Pen,4,11940,1211.991705
11551,31-03-2026,Rahul,South,Furniture,Pen,3,12465,1920.209902
11552,01-04-2026,Rahul,North,Technology,Pen,2,6436,823.1795492
11553,02-04-2026,Suman,West,Technology,Chair,3,4209,1038.974091
11554,03-04-2026,Pooja,East,Office Supplies,Desk,8,15600,975.4930861
11555,04-04-2026,Pooja,South,Furniture,Chair,1,1955,193.8105846
11556,05-04-2026,Rahul,West,Furniture,Pen,4,18920,1942.334495
11557,06-04-2026,Ravi,East,Furniture,Monitor,7,7217,2152.403132
11558,07-04-2026,Neha,West,Technology,Table,5,13835,2665.918093
11559,08-04-2026,Suman,East,Office Supplies,Laptop,2,1664,141.006638
11560,09-04-2026,Neha,West,Technology,Desk,1,1821,214.9686582
11561,10-04-2026,Neha,South,Technology,Monitor,6,27312,2511.489259
11562,11-04-2026,Pooja,South,Technology,Printer,5,11040,895.9086121
11563,12-04-2026,Pooja,North,Office Supplies,Chair,3,12078,3010.991135
11564,13-04-2026,Ravi,West,Technology,Table,9,8100,1408.899073
11565,14-04-2026,Neha,North,Furniture,Table,3,12390,2574.673399
11566,15-04-2026,Neha,West,Furniture,Printer,2,7074,939.5178303
11567,16-04-2026,Rahul,East,Furniture,Printer,5,22455,4231.055789
11568,17-04-2026,Pooja,East,Office Supplies,Desk,9,17802,2036.410979
11569,18-04-2026,Neha,North,Technology,Table,8,19312,2452.799135
11570,19-04-2026,Ankit,West,Office Supplies,Printer,6,9342,1990.401719
11571,20-04-2026,Ravi,North,Technology,Table,3,10479,917.8297424
11572,21-04-2026,Kiran,South,Furniture,Monitor,6,3246,663.1755387
11573,22-04-2026,Ankit,North,Technology,Desk,5,13350,3511.8337
11574,23-04-2026,Ankit,North,Technology,Printer,1,526,42.13565424
11575,24-04-2026,Kiran,East,Technology,Monitor,5,20165,5532.576681
11576,25-04-2026,Suman,North,Office Supplies,Monitor,7,21826,1524.795355
11577,26-04-2026,Suman,West,Technology,Printer,9,15030,2062.52642
11578,27-04-2026,Ravi,East,Technology,Desk,1,4198,850.6295263
11579,28-04-2026,Ankit,North,Technology,Table,3,3630,689.1688948
11580,29-04-2026,Neha,South,Office Supplies,Pen,8,29592,2192.701154
11581,30-04-2026,Pooja,North,Office Supplies,Table,6,17538,4379.734784
11582,01-05-2026,Ravi,North,Office Supplies,Laptop,5,12590,3692.49999
11583,02-05-2026,Rahul,North,Technology,Printer,2,6796,647.7068633
11584,03-05-2026,Kiran,East,Furniture,Chair,3,7641,2091.973935
11585,04-05-2026,Ankit,West,Furniture,Desk,2,4116,778.7569159
11586,05-05-2026,Ravi,South,Furniture,Printer,1,4094,1162.628215
11587,06-05-2026,Amit,North,Technology,Laptop,7,15554,1462.410249
11588,07-05-2026,Amit,West,Furniture,Monitor,3,13656,3386.761036
11589,08-05-2026,Suman,West,Furniture,Chair,7,15057,977.8827954
11590,09-05-2026,Kiran,East,Furniture,Chair,7,15946,4318.162635
11591,10-05-2026,Pooja,South,Technology,Table,8,9464,2068.261193
11592,11-05-2026,Neha,East,Furniture,Pen,1,1779,253.6208151
11593,12-05-2026,Pooja,West,Furniture,Table,5,13970,1363.705381
11594,13-05-2026,Pooja,West,Technology,Desk,9,22590,5740.870674
11595,14-05-2026,Pooja,West,Office Supplies,Chair,7,12005,2410.728016
11596,15-05-2026,Kiran,East,Furniture,Chair,1,3082,431.8004147
11597,16-05-2026,Pooja,South,Office Supplies,Pen,8,19144,3081.398258
11598,17-05-2026,Rahul,North,Furniture,Desk,3,2439,625.9343845
11599,18-05-2026,Kiran,East,Technology,Printer,4,17976,2421.938807
11600,19-05-2026,Rahul,West,Office Supplies,Pen,4,3772,273.1236155
11601,20-05-2026,Kiran,East,Office Supplies,Monitor,8,17368,4825.187192
11602,21-05-2026,Suman,West,Office Supplies,Table,1,3416,501.5915537
11603,22-05-2026,Ravi,North,Office Supplies,Printer,8,30128,4130.454734
11604,23-05-2026,Amit,North,Furniture,Table,9,32355,3271.087417
11605,24-05-2026,Pooja,South,Furniture,Pen,9,21276,5837.190656
11606,25-05-2026,Suman,West,Office Supplies,Printer,5,6075,634.0862255
11607,26-05-2026,Ravi,South,Furniture,Pen,4,5564,1163.811959
11608,27-05-2026,Amit,South,Office Supplies,Monitor,4,17228,4654.854905
11609,28-05-2026,Ankit,North,Office Supplies,Laptop,9,9000,528.5556329
11610,29-05-2026,Neha,East,Technology,Chair,8,26256,6752.988754
11611,30-05-2026,Rahul,East,Office Supplies,Desk,7,21980,3355.243822
11612,31-05-2026,Ankit,South,Furniture,Printer,3,5559,1192.370166
11613,01-06-2026,Kiran,North,Office Supplies,Chair,4,4808,688.030285
11614,02-06-2026,Amit,West,Technology,Laptop,9,25497,5708.244497
11615,03-06-2026,Ankit,East,Furniture,Printer,8,21552,2447.741
11616,04-06-2026,Neha,South,Technology,Chair,1,2509,139.2059327
11617,05-06-2026,Suman,East,Technology,Chair,3,2649,760.1222817
11618,06-06-2026,Amit,East,Office Supplies,Printer,2,5116,276.7343702
11619,07-06-2026,Ankit,West,Technology,Chair,2,5646,1445.516147
11620,08-06-2026,Rahul,North,Technology,Chair,8,11080,1022.511134
11621,09-06-2026,Rahul,West,Furniture,Printer,6,12546,1857.498747
11622,10-06-2026,Ravi,North,Technology,Desk,6,29388,7512.25149
11623,11-06-2026,Ankit,East,Office Supplies,Chair,4,11004,1116.719346
11624,12-06-2026,Pooja,South,Office Supplies,Chair,1,4940,1316.148893
11625,13-06-2026,Ankit,West,Office Supplies,Desk,7,15981,2787.721401
11626,14-06-2026,Suman,North,Technology,Table,8,36936,5227.861075
11627,15-06-2026,Amit,East,Furniture,Monitor,2,6166,1329.447787
11628,16-06-2026,Amit,North,Office Supplies,Table,2,4458,603.3788451
11629,17-06-2026,Suman,North,Technology,Laptop,1,762,104.2584324
11630,18-06-2026,Ankit,North,Office Supplies,Table,4,12524,2922.87113
11631,19-06-2026,Suman,East,Office Supplies,Table,6,25956,3308.301305
11632,20-06-2026,Neha,South,Furniture,Laptop,5,14650,1467.829825
11633,21-06-2026,Kiran,South,Office Supplies,Chair,4,3564,897.8127
11634,22-06-2026,Suman,South,Furniture,Chair,4,13744,3454.454872
11635,23-06-2026,Rahul,North,Technology,Table,7,29204,5093.073223
11636,24-06-2026,Suman,East,Office Supplies,Laptop,7,7273,1321.241574
11637,25-06-2026,Amit,North,Technology,Chair,2,3230,723.5818753
11638,26-06-2026,Rahul,South,Technology,Pen,7,9681,1716.621105
11639,27-06-2026,Amit,South,Technology,Printer,2,9646,1487.991861
11640,28-06-2026,Ravi,East,Office Supplies,Printer,4,11676,3487.89615
11641,29-06-2026,Pooja,North,Furniture,Monitor,1,1899,165.0422931
11642,30-06-2026,Amit,West,Office Supplies,Printer,5,10380,2057.129106
11643,01-07-2026,Rahul,West,Technology,Table,1,2584,701.4675148
11644,02-07-2026,Ravi,South,Furniture,Printer,4,8140,1805.482609
11645,03-07-2026,Amit,East,Technology,Printer,9,5301,1432.493602
11646,04-07-2026,Neha,North,Furniture,Pen,8,37520,5030.819677
11647,05-07-2026,Suman,North,Office Supplies,Chair,6,12924,1525.009306
11648,06-07-2026,Pooja,South,Furniture,Pen,8,19208,5048.210002
11649,07-07-2026,Amit,South,Office Supplies,Table,5,15895,2360.862797
11650,08-07-2026,Ravi,North,Technology,Printer,7,18690,4250.490654
11651,09-07-2026,Neha,North,Furniture,Desk,8,6920,601.6050407
11652,10-07-2026,Ankit,South,Technology,Chair,7,31220,7460.316569
11653,11-07-2026,Ravi,North,Furniture,Monitor,4,11488,2151.078168
11654,12-07-2026,Suman,West,Office Supplies,Monitor,5,5090,596.3083118
11655,13-07-2026,Ravi,South,Furniture,Printer,6,25260,4385.792532
11656,14-07-2026,Neha,North,Furniture,Printer,6,7974,1788.057118
11657,15-07-2026,Ravi,South,Office Supplies,Monitor,9,28197,1493.640268
11658,16-07-2026,Neha,East,Office Supplies,Monitor,2,1540,322.4248176
11659,17-07-2026,Amit,South,Office Supplies,Desk,6,20916,3877.77818
11660,18-07-2026,Kiran,South,Furniture,Table,3,12114,1272.836659
11661,19-07-2026,Neha,East,Technology,Printer,2,3014,718.0712392
11662,20-07-2026,Neha,West,Furniture,Monitor,6,16902,2127.374391
11663,21-07-2026,Pooja,North,Furniture,Desk,4,4416,526.4544684
11664,22-07-2026,Neha,East,Technology,Laptop,5,24865,4172.461062
11665,23-07-2026,Neha,South,Office Supplies,Monitor,5,3380,740.3464783
11666,24-07-2026,Ankit,North,Furniture,Chair,3,8463,2388.355873
11667,25-07-2026,Kiran,East,Technology,Chair,4,8856,755.7649363
11668,26-07-2026,Amit,North,Office Supplies,Laptop,3,3408,508.1908389
11669,27-07-2026,Suman,North,Office Supplies,Table,7,21861,1459.16487
11670,28-07-2026,Pooja,East,Furniture,Printer,1,4655,1115.513432
11671,29-07-2026,Ankit,North,Office Supplies,Printer,6,19668,3184.902619
11672,30-07-2026,Rahul,West,Office Supplies,Monitor,4,17008,3856.262683
11673,31-07-2026,Kiran,East,Technology,Chair,1,1160,151.436383
11674,01-08-2026,Amit,West,Technology,Table,1,4865,1270.150845
11675,02-08-2026,Amit,South,Office Supplies,Table,5,18435,3386.638906
11676,03-08-2026,Rahul,North,Technology,Table,5,24200,6918.827322
11677,04-08-2026,Suman,South,Office Supplies,Monitor,7,4088,284.9485612
11678,05-08-2026,Neha,South,Furniture,Printer,4,16680,2978.534358
11679,06-08-2026,Ankit,North,Technology,Table,9,12654,3057.381171
11680,07-08-2026,Ravi,East,Office Supplies,Monitor,4,16084,3217.413798
11681,08-08-2026,Pooja,North,Office Supplies,Monitor,7,16625,927.6506461
11682,09-08-2026,Ravi,South,Technology,Laptop,5,22290,6532.857285
11683,10-08-2026,Rahul,South,Technology,Pen,5,13180,1641.778869
11684,11-08-2026,Amit,East,Furniture,Table,6,18576,2086.446411
11685,12-08-2026,Suman,North,Office Supplies,Pen,8,10824,1855.395623
